hcp_id,name,specialty,location,experience,rating,fee,degree_qual,kol_score,is_kol,kol_rank,latitude,longitude,degree_centrality,betweenness_centrality
2616,Venu Madhav Reddy,nephrologist,Bangalore,21,4.5,900,"MBBS, MD - General Medicine, DM - Nephrology",0.20339241958925286,0,2249,12.909646496989,77.68098950386,0.0027457440966501922,1.798556707922267e-05
1446,Ashitha A V,gynecologist,KR Puram,11,4.0,600,"MBBS, MS - Obstetrics & Gynaecology",0.20337068035008177,0,2250,13.00949306888225,77.69662848478866,0.001098297638660077,0.0
3250,Amul Eknath Gandhi,dentist,Bangalore,16,4.0,1000,BDS,0.20311476706275816,0,2251,13.01707,77.64314,0.0027457440966501922,5.9440257359254527e-05
1201,Ramya Shankar,gynecologist,Banashankari,24,5.0,750,"MBBS, DGO, DNB - Obstetrics & Gynecology",0.2030349785528946,0,2252,12.927202,77.547632,0.002196595277320154,1.8371225516897396e-07
2535,Raghuraj Hegde,ophthalmologist,Bannerghatta Road,17,4.2,1000,"MBBS, MS - Ophthalmology",0.2028008737154624,0,2253,12.9781484,77.6357908,0.001098297638660077,0.0
1255,Kavita Peter Gonsalves,gynecologist,Bannerghatta Road,17,5.0,900,"MBBS, DGO, DNB - Obstetrics & Gynecology",0.20262757585424945,0,2254,12.8930358,77.6124923,0.0005491488193300384,0.0
977,Siddesh Patil G S,orthopedist,Jayanagar,16,4.2,500,"MS - Orthopaedics, MBBS",0.20257244346476022,0,2255,12.940112347477209,77.58118450641632,0.0027457440966501922,3.1453943840650788e-06
2781,Nataraj Naidu R,oncologist,Malleswaram,20,4.3,900,"MBBS, MS - General Surgery, DNB - Surgical Oncology",0.20246279896855363,0,2256,12.996749061644213,77.57226850837469,0.001098297638660077,0.0
87,Gopinath B,general-physician,Bangalore,13,5.0,300,"MBBS, MD - General Medicine",0.20230682629170493,0,2257,13.038923395091,77.678240071525,0.0027457440966501922,3.910348474141523e-05
88,Gopinath B,general-physician,Bangalore,13,5.0,300,"MBBS, MD - General Medicine",0.20230682629170493,0,2257,13.0202047,77.5691752,0.0027457440966501922,4.029064672377383e-05
2678,Rohit Vallabhaneni,radiologist,Bangalore,12,4.5,700,"MBBS, MD - Radio Diagnosis/Radiology",0.20229114962773226,0,2259,12.9874584,77.6893938,0.0027457440966501922,0.0
1448,Megha Tuli,gynecologist,Banashankari,14,5.0,500,"MBBS, MD - Obstetrics & Gynaecology",0.20221447943614096,0,2260,12.9269242,77.4786841,0.0027457440966501922,7.940867457483772e-06
1830,Sruthi,pediatrician,Bangalore,14,4.5,750,"MBBS, DNB - Pediatrics",0.2021608592430978,0,2261,13.028432765845,77.632505893707,0.0027457440966501922,0.0002582736081497582
1281,Poornima. M,gynecologist,Bangalore,20,4.5,1000,"MBBS, MS - Obstetrics & Gynaecology",0.20207341115784277,0,2262,12.9594669,77.6539902,0.0027457440966501922,0.00022364828108227633
514,Darshan K,cardiologist,Bangalore,14,4.0,1000,"MBBS, MD - Medicine, DM - Cardiology",0.2020609168510239,0,2263,13.0509374,77.5913499,0.0016474464579901153,0.0
534,Namitha Chathra,dermatologist,Bangalore,14,5.0,800,"MBBS, MD - Dermatology , Venereology & Leprosy",0.2019610424883343,0,2264,12.9129877,77.666178,0.0019220208676551346,3.059799674379243e-07
611,Dilshad Shetty,dermatologist,Bangalore,20,5.0,900,"MBBS, DDVL",0.20195943239419129,0,2265,13.020976,77.643435,0.0027457440966501922,3.252314103362917e-05
1917,Srinivasa Murthy C L,pediatrician,Whitefield,20,5.0,800,"MBBS, MD - Pediatrics",0.201692377880266,0,2266,12.98863647774082,77.7339572178,0.0027457440966501922,8.757187760208908e-06
233,Vijayalakshmi S,general-physician,Bangalore,27,4.5,650,MBBS,0.20157624242534639,0,2267,12.956031,77.717035,0.0027457440966501922,8.610598670232053e-05
3059,Arya Madhurkar,dentist,Banashankari,10,5.0,300,BDS,0.2013477650349319,0,2268,12.92179766363,77.57056966424,0.0013728720483250961,0.0
724,Kiran Joshy,dermatologist,Bangalore,17,5.0,700,"MBBS, DDVL",0.20102584159017728,0,2269,13.03037,77.59338,0.0027457440966501922,0.000100350976483324
1156,Swetha Vinjamuri,gynecologist,Bangalore,20,5.0,500,"MBBS, DGO, DNB - Obstetrics & Gynecology",0.2009606035853423,0,2270,13.02905927122475,77.63410918414593,0.0027457440966501922,5.229315860159651e-05
1114,Faraz Ahmed Syed,orthopedist,Bangalore,14,4.5,500,"MBBS, MS - Orthopaedics",0.2008597911321341,0,2271,13.045545814742,77.507999127473,0.0016474464579901153,4.089034065527409e-10
2471,Dhwani Shah,ophthalmologist,BTM Layout,15,5.0,950,"MBBS, DNB - Ophthalmology",0.2004165324980971,0,2272,12.887748509603,77.609761406657,0.0008237232289950577,0.0
2536,Mohammed Sadiq,ophthalmologist,HSR Layout,21,4.0,800,"MBBS, MS - Ophthalmology",0.20029857171557486,0,2273,12.919958522657216,77.665283565548,0.0013728720483250961,0.0
846,Pradeep Anand.M,orthopedist,Bangalore,28,4.5,800,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",0.2002005807123854,0,2274,12.912724982410982,77.67973871446961,0.0027457440966501922,0.00015872106195507157
969,Syed Imran,orthopedist,Bangalore,19,4.5,1000,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",0.20013722444476656,0,2275,12.988214877524,77.592170438025,0.0027457440966501922,0.0002285689255070222
3022,Chandni Gupta Menon,dentist,Marathahalli,9,5.0,300,BDS,0.2001360812464345,0,2276,12.95564546001,77.691589593887,0.002196595277320154,0.0
2556,Anusha Handral,endocrinologist,Whitefield,13,4.5,850,"MBBS, MD - Pediatrics, DM - Endocrinology",0.20013076120918405,0,2277,12.988040405561094,77.72831976413727,0.001098297638660077,0.0
3189,Bharath,dentist,Bangalore,19,5.0,500,BDS,0.20007194761109653,0,2278,12.87676,77.63943,0.0027457440966501922,0.00017116033206048009
1579,Eash Hoskote,pediatrician,Banashankari,28,5.0,750,"MBBS, Diploma in Child Health (DCH)",0.2000200222346153,0,2279,12.927202,77.547632,0.0013728720483250961,0.0
540,Pooja Malipatil,dermatologist,Bangalore,15,4.2,600,"MBBS, MD - Dermatology , Venereology & Leprosy",0.20000210410692149,0,2280,13.028148399126,77.571052147948,0.002196595277320154,3.864746633505939e-07
2922,Raadhikka Karthhik,dentist,Yelahanka,20,4.5,400,BDS,0.19985651518279968,0,2281,13.09810213,77.56526158,0.0013728720483250961,0.0
3341,Sahebgowda Shetty,plastic-surgeon,Rajajinagar,24,4.5,800,"MBBS, MS - General Surgery, MCh - Plastic Surgery",0.19979866493367704,0,2282,12.999011773961,77.553712679901,0.0002745744096650192,0.0
2509,Manohar S,ophthalmologist,Jayanagar,12,4.0,500,"DNB - Ophthalmology, MBBS, DO",0.19973321805741,0,2283,12.92924693281602,77.58212473770023,0.0013728720483250961,0.0
1546,Swati Sharma,neurologist,Malleswaram,12,4.5,900,"MBBS, DNB - Neurology",0.19968896382791057,0,2284,13.007537003025572,77.56577294034955,0.0002745744096650192,0.0
631,Sujay M,dermatologist,Bangalore,23,4.5,700,"MBBS, DDVL, doctor through the doctor's profile on Practo",0.1996279232531742,0,2285,12.89438204330245,77.57115800527612,0.0027457440966501922,8.124287522596087e-05
3117,Dharmishtha N Chovatiya,dentist,Bangalore,14,5.0,600,BDS,0.19962443186821272,0,2286,13.01821048217,77.64715494588,0.0027457440966501922,0.0001832690137635696
1195,Sushma P Pampanavar,gynecologist,Bangalore,18,5.0,700,"MBBS, DGO, DNB - Obstetrics & Gynecology",0.1994945551182048,0,2287,13.059079083603,77.57809097771,0.0027457440966501922,0.00011308049062160462
3401,N Chandrashekar,neurosurgeon,HSR Layout,39,4.5,800,"MCh - Neuro Surgery, MBBS",0.19940226824966606,0,2288,12.965645950024369,77.64177174634308,0.0013728720483250961,0.0
3400,N Chandrashekar,neurosurgeon,HSR Layout,39,4.5,800,"MCh - Neuro Surgery, MBBS",0.19940226824966606,0,2288,12.916126234147,77.630543595879,0.0013728720483250961,0.0
1707,Baliwanth Anandakrishnan,pediatrician,Koramangala,22,5.0,800,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",0.19932256539240467,0,2290,12.971682540853,77.647362852006,0.0024711696869851732,0.0
114,Harish N S,general-physician,Basavanagudi,16,5.0,600,"MBBS, Fellowship in Diabetes (UK), MD - General Medicine",0.19910231126735145,0,2291,12.937142719689495,77.57710486650467,0.0008237232289950577,0.0
2190,Girish P V,gastroenterologist,Bangalore,21,4.0,850,"MBBS, MD - General Medicine, DM - Gastroenterology",0.19907415439007625,0,2292,12.93393,77.61605,0.0027457440966501922,2.726576524983556e-05
1171,Krishna Shaw,gynecologist,Bangalore,33,4.5,850,"MBBS, DGO",0.19901493673532966,0,2293,12.936759,77.620605,0.0027457440966501922,6.943809748333063e-05
2353,Sanjeev S Tonshal,urologist,Hebbal,23,4.0,900,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",0.19899406771728068,0,2294,13.0964616,77.58970160000001,0.001098297638660077,0.0
3455,Veeresha U Mathad,neurosurgeon,Banashankari,20,4.0,900,"MBBS, MS - General Surgery, MCh - Neuro Surgery",0.19896366790636988,0,2295,12.923978621392791,77.64819118833974,0.001098297638660077,0.0
3454,Veeresha U Mathad,neurosurgeon,Banashankari,20,4.0,900,"MBBS, MS - General Surgery, MCh - Neuro Surgery",0.19896366790636988,0,2295,12.919958522657216,77.665283565548,0.001098297638660077,0.0
679,Varsha C B,dermatologist,Bangalore,7,4.5,800,"MBBS, DVD",0.1989277771892885,0,2297,12.8589,77.76181,0.0027457440966501922,7.267597375909741e-05
2869,Allu Venkateswara Reddy,dentist,Koramangala,27,5.0,500,BDS,0.1989021509176267,0,2298,12.96523,77.65755,0.002196595277320154,0.0
2114,Subash.K.G.,gastroenterologist,JP Nagar,17,4.2,700,"MBBS, MS - General Surgery, DNB - Surgical Gastroenterology",0.19876067546160853,0,2299,12.9716,77.5946,0.0008237232289950577,0.0
244,Abhirami Ramachandran,general-physician,Bangalore,5,4.5,800,"MBBS, MD - Dermatology , Venereology & Leprosy",0.1987226207851865,0,2300,12.956031,77.717035,0.0027457440966501922,0.00014264352870644082
965,Shiva Kumar H B,orthopedist,Yelahanka,33,4.3,1000,"MBBS, MS - Orthopaedics",0.1986407054081772,0,2301,13.098668594401524,77.59820106878662,0.0024711696869851732,0.0
1786,Anand Kumar K,pediatrician,Yeshwanthpur,11,5.0,1100,"MBBS, MD - Pediatrics, FNB -  Pediatric Hematology Oncology",0.19853917057452675,0,2302,13.027456,77.542773,0.001098297638660077,0.0
392,Deepesh Venkatraman,general-physician,Bangalore,19,5.0,500,"MBBS, DM - Cardiology, MD - General Medicine",0.1985139207133474,0,2303,12.9716,77.5946,0.0024711696869851732,9.337348993509523e-07
177,Nidhi M Kamat,general-physician,Basavanagudi,12,4.0,700,"DNB - Family Medicine, MBBS",0.19847344354295227,0,2304,12.948156,77.567577,0.0008237232289950577,0.0
523,Sheelavathi Natraj,dermatologist,Koramangala,21,5.0,900,"MBBS, DDVL",0.1984399735269281,0,2305,12.93508343459,77.622785185875,0.0013728720483250961,0.0
3465,Sandesh O,neurosurgeon,Yeshwanthpur,12,5.0,1100,"MBBS, MS - General Surgery, MCh - Neuro Surgery",0.19840342367339547,0,2306,13.027456,77.542773,0.0013728720483250961,0.0
774,Madhu R,dermatologist,Bangalore,5,4.5,800,"MBBS, MD - Dermatology , Venereology & Leprosy",0.19814732792185036,0,2307,12.956031,77.717035,0.0019220208676551346,3.0539180080037226e-07
1374,Harinath K S,gynecologist,Bangalore,18,4.5,1000,"MBBS, DGO",0.19811315207646074,0,2308,12.9338941,77.5841719,0.0027457440966501922,0.00016098617915676476
37,N Praveen Kumar,general-physician,Yelahanka,18,4.0,500,"MBBS, MD - General Medicine, Fellowship in Non-Invasive Cardiology (FIC)",0.19810305780982862,0,2309,13.09958,77.58133,0.0013728720483250961,0.0
1399,Sangeetha,gynecologist,Marathahalli,23,5.0,900,"Fellowship in Reproductive Medicine, MD - Obstetrics & Gynaecology, MBBS",0.19803183567550414,0,2310,12.938395,77.750546,0.0013728720483250961,0.0
1131,Aishwarya V. Mathikatti,gynecologist,Basaveshwaranagar,18,4.5,500,"MBBS, MS - Obstetrics & Gynaecology",0.1980130041137506,0,2311,13.007,77.562,0.0005491488193300384,0.0
1130,Aishwarya V. Mathikatti,gynecologist,Basaveshwaranagar,18,4.5,500,"MBBS, MS - Obstetrics & Gynaecology",0.1980130041137506,0,2311,13.0042626,77.5531059,0.0005491488193300384,0.0
2929,Shivanand V,dentist,Bangalore,19,5.0,350,BDS,0.19791687042811063,0,2313,13.023128144767,77.600410250926,0.0027457440966501922,7.715878373804953e-05
3260,Satish M S,dentist,Yelahanka,21,4.5,400,BDS,0.19783262437465898,0,2314,12.98863647774082,77.7339572178,0.0013728720483250961,0.0
2928,Shivanand V,dentist,Bangalore,19,5.0,350,BDS,0.19769628984529736,0,2315,13.035173734534,77.600328788231,0.0027457440966501922,7.523303283173934e-05
718,Krithi Subhas Chandra,dermatologist,Bangalore,6,4.0,1000,"MBBS, MD - Dermatology , Venereology & Leprosy",0.19750723320687985,0,2316,12.919958522657216,77.665283565548,0.0027457440966501922,5.242508249147888e-05
2242,Anshuman Rajkhowa,pulmonologist,Bangalore,8,4.0,800,"MBBS, MD - Tuberculosis & Respiratory Diseases/Medicine",0.19734682325252745,0,2317,12.919958522657216,77.665283565548,0.0027457440966501922,2.6491355796491743e-06
3095,Umesh B M,dentist,JP Nagar,20,5.0,300,BDS,0.19733002411138018,0,2318,12.903878056264016,77.58166931569576,0.0027457440966501922,0.0
1190,Nidhi Jhawar,gynecologist,Bangalore,16,5.0,1000,"MBBS, DGO, Fellowship in Reproductive Medicine",0.1972416414049994,0,2319,12.991481704853406,77.70634145368363,0.0027457440966501922,6.956626187406612e-05
10,Vasudha Paul,general-physician,Bangalore,17,4.2,900,"MD - General Medicine, MBBS",0.1970055673787357,0,2320,12.835339746435,77.693793672211,0.002196595277320154,5.7418349619068145e-08
3091,Shankhadeep Saha,dentist,HSR Layout,8,5.0,500,BDS,0.19683110120362607,0,2321,12.90805026373,77.6489249419,0.0027457440966501922,7.993776189326862e-06
69,Anil Kumar K C,general-physician,Banashankari,8,5.0,350,MBBS,0.1967215808191668,0,2322,12.92353,77.55358,0.0016474464579901153,0.0
2803,Ram Charith Alva,oncologist,Bangalore,22,4.5,1200,MBBS,0.19670358408856292,0,2323,12.98863647774082,77.7339572178,0.0027457440966501922,1.8609438411690544e-05
1276,Vinutha Prashanth,gynecologist,Banashankari,17,5.0,500,"MBBS, DNB - Obstetrics & Gynecology",0.19669881658152055,0,2324,12.883263653672005,77.54999698099725,0.0027457440966501922,4.7693159475636815e-06
1273,Anuradha S,gynecologist,Malleswaram,36,4.5,1050,"MBBS, MD - Obstetrics & Gynaecology",0.19663505733435777,0,2325,12.9338941,77.5841719,0.0027457440966501922,6.552360026680269e-06
813,Chetan John Rasquinha,orthopedist,Bangalore,15,5.0,800,"MBBS, MS - Orthopaedics",0.196554617804649,0,2326,13.034495771359,77.629196811005,0.0027457440966501922,0.0001689147722353494
3201,Shaista Durrani,dentist,Bangalore,15,5.0,400,BDS,0.19651915848172447,0,2327,12.875120472286778,77.76636756956577,0.0027457440966501922,0.00015527375539437432
2314,I R Ravish,urologist,Bangalore,29,4.0,1000,"MBBS, MS - General Surgery, MCh - Urology",0.19650946001682817,0,2328,12.9281467,77.5970283,0.0027457440966501922,7.779697288074107e-06
2964,Lahari,dentist,HSR Layout,18,5.0,500,BDS,0.1964471943341875,0,2329,12.9102561,77.6108031,0.0027457440966501922,1.949455581699471e-05
897,Rajeev Ghat,orthopedist,Bellandur,29,4.0,800,"MBBS, MS - Orthopaedics, FRCS - Trauma & Orthopedic Surgery",0.19626643461230137,0,2330,12.913107,77.636634,0.0016474464579901153,0.0
160,Pooja U K,general-physician,Whitefield,10,4.0,1200,"MBBS, MD - General Medicine, DM - Endocrinology",0.19618978132422843,0,2331,13.007537003025572,77.56577294034955,0.002196595277320154,0.0
1882,Jayaram Y R,pediatrician,JP Nagar,40,4.5,800,"MBBS, Diploma in Child Health (DCH)",0.1959527240265293,0,2332,12.892268,77.581459,0.002196595277320154,0.0
1,Ravishankar Reddy C R,general-physician,Koramangala,32,4.0,1000,"MBBS, MD - General Medicine",0.1957682572127935,0,2333,12.92547,77.63599,0.0013728720483250961,0.0
1907,Satish J K,pediatrician,Bangalore,13,4.5,1000,"MBBS, MD - Pediatrics",0.19562689925522475,0,2334,12.9594669,77.6539902,0.0027457440966501922,0.0002505167671362533
2212,Sharath Kote G S,gastroenterologist,Yelahanka,18,5.0,750,"MBBS, MD - General Medicine, DNB - Gastroenterology",0.195511226436202,0,2335,13.1183348,77.6083878,0.0008237232289950577,0.0
3382,Rajendra Gujjalanavar,plastic-surgeon,Bangalore,18,4.5,800,"MBBS, DNB - General Surgery, MCh - Plastic Surgery, DNB - Plastic Surgery",0.19542927728182352,0,2336,12.916126234147,77.630543595879,0.0027457440966501922,2.626495794581485e-05
3333,Sunil Kumar S R,plastic-surgeon,Whitefield,7,4.0,950,"MBBS, MS - General Surgery, MCh - Plastic Surgery",0.19540728856528145,0,2337,12.95825,77.74538,0.0016474464579901153,0.0
279,Sujith M S,general-physician,Bangalore,11,5.0,650,"MBBS, DNB - General Medicine",0.19533548870510153,0,2338,12.880222169399,77.652955055237,0.0027457440966501922,0.00016081618280236362
2492,Nayana V,ophthalmologist,HSR Layout,9,5.0,400,"MBBS, DNB - Ophthalmology",0.19532728769060836,0,2339,12.912272869140228,77.63497303492119,0.0016474464579901153,0.0
2617,Venu Madhav Reddy,nephrologist,Bangalore,21,4.5,900,"MBBS, MD - General Medicine, DM - Nephrology",0.19528503943942116,0,2340,12.9144,77.677429,0.0027457440966501922,1.0542774893228065e-05
1074,Shivakumar Y S,orthopedist,Whitefield,29,4.0,850,"MBBS, MS - Orthopaedics",0.19521076959386735,0,2341,12.95825,77.74538,0.002196595277320154,0.0
1686,Seema Peter Gonsalves,pediatrician,JP Nagar,21,5.0,700,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics",0.1951998358321232,0,2342,12.8930358,77.6124923,0.002196595277320154,0.0
2747,Kakoli Lahkar,oncologist,Bangalore,16,4.0,1100,"MBBS, MD - Medicine, DM - Medical Oncology",0.1949981490120904,0,2343,12.854521,77.662519,0.0019220208676551346,9.145848201052815e-09
417,Govardhan Reddy K,cardiologist,Bangalore,20,5.0,700,"MBBS, DNB - Cardiothoracic Surgery",0.19476229442328868,0,2344,13.05945476903,77.592590209974,0.0027457440966501922,1.6423504476237242e-06
1295,Sunitha Gali,gynecologist,Bangalore,20,5.0,600,"MBBS, DNB - Obstetrics & Gynecology",0.19476010855410764,0,2345,13.0950791,77.5159871,0.0027457440966501922,0.00012554779901956253
788,Girish Vijayakumar,orthopedist,Bangalore,24,4.0,600,"MBBS, DNB - Orthopedics/Orthopedic Surgery",0.19475630390189091,0,2346,12.969066696769,77.613425597553,0.0027457440966501922,1.6178655653708677e-05
2319,Shakir Tabrez,urologist,Bangalore,23,4.0,1200,"MBBS, MS - General Surgery, MCh - Urology",0.19456991016050096,0,2347,13.01707,77.64314,0.0027457440966501922,6.202739655087911e-06
751,Swagata Chakrabarty,dermatologist,Koramangala,15,4.2,500,"MBBS, MD - Dermatology",0.19455481505266026,0,2348,12.9382404,77.6100069,0.0013728720483250961,0.0
204,Deepasha Rajpurkar,general-physician,Bangalore,15,4.0,700,MBBS,0.19427814750593303,0,2349,12.841217976285144,77.64780521392822,0.0027457440966501922,0.0001154361327145463
236,Manyam Indira,general-physician,Bangalore,15,5.0,600,"MBBS, Diploma in Medical Radio-Diagnosis",0.19417913348313925,0,2350,12.9269242,77.4786841,0.0027457440966501922,0.00016070635865451067
79,Renu Saraogi,general-physician,Bellandur,26,5.0,600,MBBS,0.19391906412693566,0,2351,12.926742,77.669707,0.0016474464579901153,0.0
744,Sindhu Hiremath,dermatologist,Koramangala,6,4.0,800,"MD - Dermatology , Venereology & Leprosy, MBBS",0.19387240942479927,0,2352,12.93386,77.62023,0.002196595277320154,1.640287992580125e-07
2893,Jonathan Eric Rao,dentist,Bangalore,17,5.0,500,BDS,0.19374422354571613,0,2353,13.03073,77.66779,0.0027457440966501922,0.00017182126272613496
573,Chaithra Shankar,dermatologist,Indiranagar,6,5.0,700,"MBBS, MD - Dermatology , Venereology & Leprosy",0.1936583889850223,0,2354,12.970237619587069,77.64005002883606,0.0027457440966501922,0.0
684,Priya S Hegde,dermatologist,Koramangala,7,5.0,900,"MBBS, MD - Dermatology , Venereology & Leprosy",0.19364478142238428,0,2355,12.934988,77.612976,0.0027457440966501922,1.9552451576620763e-06
2529,Dipali Ghanshyam Prabhu,ophthalmologist,Bangalore,22,4.0,850,"MBBS, MS - Ophthalmology",0.19355278802133036,0,2356,12.95825,77.74538,0.0027457440966501922,3.0928977234937136e-05
1092,Prakhar Mishra,orthopedist,Bangalore,8,4.5,800,"MBBS, Diploma in Orthopaedics",0.19337472654789845,0,2357,12.9716,77.5946,0.0027457440966501922,0.00013890591262625128
63,Ashwitha R Nayak,general-physician,JP Nagar,8,5.0,350,MBBS,0.19331278515694267,0,2358,12.90164,77.58246,0.0016474464579901153,2.6157125855011052e-08
794,Subodh M Shetty,orthopedist,Bannerghatta Road,33,4.0,800,"MBBS, MS - Orthopaedics",0.1932724706008629,0,2359,12.93386,77.62023,0.0016474464579901153,0.0
2530,Deepa M,ophthalmologist,Bangalore,18,5.0,500,"MBBS, MS - Ophthalmology",0.19323306751681263,0,2360,13.063458283717,77.586832103017,0.0027457440966501922,1.3348025020642435e-05
1906,Chandrashekar,pediatrician,Koramangala,24,5.0,650,"MBBS, MD - Pediatrics",0.19300854468023,0,2361,12.91831802570434,77.63240832835436,0.002196595277320154,7.171412005248862e-07
1948,Shamkiran,pediatrician,Bangalore,9,4.0,550,"MBBS, MD - Pediatrics",0.19287628294825054,0,2362,12.879809043329404,77.55350947380066,0.0027457440966501922,0.00015479982739585678
2414,Shiva Prasad Kakarla,ophthalmologist,BTM Layout,28,4.5,600,"MBBS, DNB - Ophthalmology",0.19264205575808285,0,2363,12.9356523,77.6081525,0.0008237232289950577,0.0
2871,Rashmi Shetty,dentist,Koramangala,20,5.0,350,BDS,0.19258797671983746,0,2364,12.92777,77.63721,0.0024711696869851732,0.0
802,Deepak G Shivarathre,orthopedist,Yelahanka,22,5.0,1000,"MBBS, FRCS - Trauma & Orthopedic Surgery, MRCS (UK)",0.1925579637560202,0,2365,13.1183348,77.6083878,0.0016474464579901153,0.0
2475,A Indira Priyanka,ophthalmologist,Bangalore,12,5.0,500,"MBBS, MS - Ophthalmology",0.19245791207419027,0,2366,12.990861352581293,77.61325827697956,0.0027457440966501922,1.2355926596519842e-05
1398,Sangeetha,gynecologist,Marathahalli,23,5.0,900,"Fellowship in Reproductive Medicine, MD - Obstetrics & Gynaecology, MBBS",0.1923028055006653,0,2367,12.9671232,77.7169105,0.0016474464579901153,0.0
2234,Vandana D.Prabhu,pulmonologist,HSR Layout,27,4.5,1000,"MBBS, DTCD",0.1921246014766539,0,2368,12.93393,77.61605,0.0016474464579901153,0.0
1865,Raghuram C P,pediatrician,Hebbal,29,4.5,1200,"MBBS, MD - Pediatrics",0.19199826102831907,0,2369,13.054552010758,77.591893828697,0.0027457440966501922,6.994851405727538e-06
1967,Aanchal Khemani,pediatrician,Whitefield,11,4.0,1000,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",0.19188119908660878,0,2370,12.965990386150564,77.73237558465738,0.0027457440966501922,2.9034409699062264e-06
1968,Aanchal Khemani,pediatrician,Whitefield,11,4.0,1000,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics",0.19188119908660878,0,2370,12.95825,77.74538,0.0027457440966501922,2.3367032430476537e-06
1403,Namrata Nagendra,gynecologist,Bangalore,16,5.0,900,"MBBS, MS - Obstetrics & Gynaecology",0.19150536311284155,0,2372,12.909521363911637,77.65173914212775,0.0027457440966501922,0.00015205142907939089
1814,Lathiesh Kumar Kambam,pediatrician,Whitefield,16,5.0,800,"MBBS, MD - Pediatrics, DM - Neonatology",0.1914891736807665,0,2373,12.98863647774082,77.7339572178,0.0027457440966501922,8.097810212613838e-06
2113,Amit Gururaj Yelsangikar,gastroenterologist,Koramangala,22,4.0,800,"MBBS, MD - General Medicine, DNB - Gastroenterology",0.19137067172383782,0,2374,13.054552010758,77.591893828697,0.0013728720483250961,0.0
2112,Amit Gururaj Yelsangikar,gastroenterologist,Koramangala,22,4.0,800,"MBBS, MD - General Medicine, DNB - Gastroenterology",0.19137067172383782,0,2374,12.93386,77.62023,0.0013728720483250961,0.0
1318,Kanti sahu,gynecologist,Bangalore,30,4.5,800,"MBBS, MS - Obstetrics & Gynaecology",0.19128228788078505,0,2376,12.96677973801215,77.71723955869675,0.0027457440966501922,0.00015659015198489327
350,Shweta Meghnath Lokare,general-physician,Bangalore,13,4.5,500,MBBS,0.19122073428909508,0,2377,12.956031,77.717035,0.0027457440966501922,0.00012480911904900067
1388,Ankita Gahlot,gynecologist,Bangalore,11,5.0,700,"MS - Obstetrics & Gynaecology, MBBS",0.19112268356901468,0,2378,12.959288095165432,77.652662488273,0.0027457440966501922,0.00015400269435665803
2470,Swarna T P,ophthalmologist,Bangalore,13,5.0,600,"DO, MBBS",0.1910388501397653,0,2379,12.913102726298,77.546476721764,0.0027457440966501922,2.035281321540839e-05
242,Vaibhav Lokhande,general-physician,Bangalore,16,4.0,1200,"MBBS, DNB - Physical Medicine & Rehabilition",0.19081849126231804,0,2380,13.01707,77.64314,0.0027457440966501922,8.998126677235565e-05
1970,Nemmani Laxmi Kaveri,pediatrician,Whitefield,6,5.0,800,"MBBS, DNB - Paediatrics",0.1907636212108466,0,2381,12.98863647774082,77.7339572178,0.0024711696869851732,6.539281463752762e-07
2812,Sindhu V A,oncologist,Bangalore,18,5.0,900,"MBBS, MS - General Surgery, MCh - Surgical Oncology",0.19071800951078682,0,2382,13.0202047,77.5691752,0.0027457440966501922,1.829019749920601e-05
559,Rajesh H N,dermatologist,Ramamurthy Nagar,14,4.5,800,"MBBS, MD - Dermatology , Venereology & Leprosy",0.1906708705351195,0,2383,13.010432635310371,77.65827119350433,0.0002745744096650192,0.0
159,Pooja U K,general-physician,Whitefield,10,4.0,1200,"MBBS, MD - General Medicine, DM - Endocrinology",0.19059739808193094,0,2384,12.972753047119,77.750681340694,0.0019220208676551346,0.0
189,Shashikant,general-physician,Bangalore,20,5.0,750,MBBS,0.1905956605809631,0,2385,13.023744275201487,77.71447024502439,0.0027457440966501922,9.063146675592356e-05
1320,Anupama Rani,gynecologist,Bangalore,19,5.0,1000,"MBBS, MS - Obstetrics & Gynaecology",0.19056077676170446,0,2386,12.919020685528771,77.6750701534055,0.0027457440966501922,0.00010934870721112724
2241,Sunil Kumar K,pulmonologist,Hebbal,22,4.5,1100,"MBBS, MD - General Medicine, DM - Pulmonary Medicine",0.19053018196795846,0,2387,13.054552010758,77.591893828697,0.0005491488193300384,0.0
493,Srikanth K V,cardiologist,Bangalore,27,4.5,1500,"MBBS, MD - General Medicine, DM - Cardiology",0.19051857150589274,0,2388,12.80952,77.69556,0.0027457440966501922,3.242294645755233e-06
1153,Manjula Patil,gynecologist,Banashankari,27,5.0,750,"MBBS, MS - Obstetrics & Gynaecology",0.19039303695626952,0,2389,12.927202,77.547632,0.0016474464579901153,6.103329366169246e-08
2864,Minty Sharma,dentist,HSR Layout,19,5.0,350,BDS,0.19036266470169477,0,2390,12.90358,77.64862,0.0013728720483250961,0.0
