hcp_id,name,specialty,location,experience,rating,fee,degree_qual,kol_score,is_kol,kol_rank,latitude,longitude,degree_centrality,betweenness_centrality
3601,Anees,unani,Bangalore,45,3.0,200,MBBS,1.0,1,1,12.962674219852708,77.57776200771332,0.0013728720483250961,0.0
3618,Wasiya Khanapuri,unani,Bangalore,3,3.5,200,MBBS,0.8289594968415406,1,2,12.955803651471,77.573707551204,0.0016474464579901153,1.8309988098507738e-07
3617,Baba Sameer Basha K,unani,Bangalore,4,3.5,300,MBBS,0.7862439084458848,1,3,12.9853889,77.5900584,0.0019220208676551346,1.8309988098507738e-07
3479,G Chandrashekar,cardiac-surgeon,Bangalore,36,5.0,800,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.7773518670161472,1,4,12.96056110058228,77.58395074835684,0.0013728720483250961,0.0
3645,M.K Shetty,trichologist,Bangalore,35,4.5,700,"MBBS, DDVL, MD - Dermatology",0.7764029439605283,1,5,12.988214877524,77.592170438025,0.0,0.0
3487,Anand Subrmanyam,cardiac-surgeon,Seshadripuram,32,3.5,550,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.7761506154964766,1,6,12.9878536,77.571869,0.0002745744096650192,0.0
3493,Joseph Xavier,cardiac-surgeon,Bangalore,33,4.0,1000,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery, doctor through the doctor's profile on Practo",0.7742787766255772,1,7,12.919958522657216,77.665283565548,0.0013728720483250961,0.0
3488,Manoj Kumar S P,cardiac-surgeon,Seshadripuram,34,3.5,740,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.764783890673906,1,8,12.9878536,77.571869,0.0002745744096650192,0.0
3619,Shagufta,unani,Banaswadi,7,3.8,300,MBBS,0.7628151159563934,1,9,13.010392128315958,77.64829102903605,0.0,0.0
2036,Kapur B,psychiatrist,Hebbal,47,3.5,2320,"MBBS, M.D. (Psychiatry)",0.761169155151975,1,10,13.0509374,77.5913499,0.0008237232289950577,0.0
2037,Kapur B,psychiatrist,Hebbal,47,3.5,2320,"MBBS, M.D. (Psychiatry)",0.761169155151975,1,10,12.988214877524,77.592170438025,0.0008237232289950577,0.0
2736,Prashanth M Prabhu,anesthesiologist,Seshadripuram,22,3.5,740,"MBBS, Diploma in Anesthesiology, DNB - Anaesthesia",0.7605703296023396,1,12,12.9878536,77.571869,0.0,0.0
2584,Uma Karjigi,rheumatologist,Bangalore,24,3.5,1300,"MBBS, MRCP (UK)",0.7551549960556428,1,13,12.95959,77.64937,0.002196595277320154,4.898993471172639e-07
2580,Sharath Kumar,rheumatologist,Bangalore,23,5.0,1100,"MBBS, MD - Pediatrics, DNB - Rheumatology, Graduate Certificate of Paediatric Rheumatology",0.7530989089613394,1,14,13.008527,77.548585,0.0016474464579901153,1.8309988098507738e-07
2585,Uma Karjigi,rheumatologist,Bangalore,24,3.5,1300,"MBBS, MRCP (UK)",0.7443155753974062,1,15,12.9781484,77.6357908,0.0024711696869851732,9.765326985870793e-07
1717,Kaushik Ragunathan,pediatrician,Bangalore,12,3.5,1300,"MBBS, MD - Pediatrics, DNB - Paediatrics, DM - Pediatric Neurology, doctor through the doctor's profile on Practo",0.7407899317598328,1,16,12.95959,77.64937,0.0027457440966501922,0.0002580869039106405
3620,Rayida Misriya,unani,Bangalore,6,3.8,300,MBBS,0.7394994811815703,1,17,13.069338996977,77.633472176361,0.0013728720483250961,0.0
3482,Arul Furtado,cardiac-surgeon,Jayanagar,18,4.5,1100,"MBBS, MS - General Surgery, MCh - Cardiovascular and Thoracic Surgery, DNB - Cardiothoracic Surgery, DNB - General Surgery",0.7359489044599787,1,18,13.054552010758,77.591893828697,0.0,0.0
2048,Vaishali Shanmugam,psychiatrist,Hebbal,7,3.5,3120,"MBBS, M.D. (Psychiatry)",0.7343197120985806,1,19,13.0509374,77.5913499,0.0008237232289950577,0.0
1563,Joshy E V,neurologist,Bangalore,46,5.0,2500,"MBBS, MD - General Medicine, DM - Neurology",0.7338162957387083,1,20,13.03037,77.59338,0.0027457440966501922,4.322101754125923e-06
3490,Mohammed Rehan Sayeed,cardiac-surgeon,Bangalore,28,3.5,1090,"MBBS, DNB - General Surgery, DNB - Cardiothoracic Surgery",0.7331928825873246,1,21,13.0509374,77.5913499,0.0016474464579901153,0.0
2704,Vjiayakumar,pathologist,BTM Layout,56,4.3,250,"MBBS, MD - Pathology",0.7266531630826077,1,22,12.9174077,77.5989355,0.0,0.0
2733,Nitish Mandal,anesthesiologist,Koramangala,22,5.0,1500,"Fellowship in Pain Management, MBBS, MD - Anaesthesiology",0.7239842415591655,1,24,12.911846613644,77.599653862417,0.0008237232289950577,0.0
2734,Nitish Mandal,anesthesiologist,Koramangala,22,5.0,1500,"Fellowship in Pain Management, MBBS, MD - Anaesthesiology",0.7239842415591655,1,24,12.907209909109,77.696661517977,0.0008237232289950577,0.0
2732,Nitish Mandal,anesthesiologist,Koramangala,22,5.0,1500,"Fellowship in Pain Management, MBBS, MD - Anaesthesiology",0.7239842415591655,1,24,12.92497637193,77.627797051202,0.0008237232289950577,0.0
3606,Abbas M Mehkri,unani,JP Nagar,37,4.3,150,MBBS,0.721123341883642,1,26,12.9068111,77.5700561,0.0,0.0
3510,Muralikrishna N,vascular-surgeon,Bangalore,23,3.5,1190,"MBBS, DNB - Peripheral Vascular Surgery",0.7160137422402699,1,27,13.0509374,77.5913499,0.0013728720483250961,0.0
3616,Mohammed Ullah M,unani,Bangalore,5,3.8,100,MBBS,0.7139258837197295,1,28,13.022321788508,77.628951399542,0.002196595277320154,1.8309988098507738e-07
280,Mohan Badagandi,general-physician,Bangalore,50,3.5,1300,MBBS,0.7110668427733637,1,29,12.95959,77.64937,0.0027457440966501922,0.00013270138538009864
711,Veena Praveen,dermatologist,Bangalore,20,3.0,500,"MBBS, DDVL",0.7105773295338881,1,30,12.9970756,77.6964101,0.0027457440966501922,0.00014116446304990855
3612,Ahmed Farhan,unani,Frazer Town,9,3.8,300,MBBS,0.7040075302405429,1,31,13.000774143235,77.612697780132,0.0008237232289950577,0.0
2717,Ajeet Kumar Prajapati,pathologist,Bangalore,5,3.8,250,"MBBS, MD - Pathology, Diploma in Acupuncture, Master Diploma In Acupuncture Therapy",0.7004168585396507,1,32,13.068384170157945,77.52974677830935,0.0024711696869851732,3.0516646830846222e-06
2592,Vijay Rao K R,rheumatologist,Basaveshwaranagar,23,5.0,1200,"MBBS, MRCP (UK), CCT - Rheumatology",0.7001479293006385,1,33,12.992139131848,77.536050735392,0.0,0.0
2727,Kiran Kumar K G,anesthesiologist,Jayanagar,24,4.5,500,"MBBS, Diploma in Anesthesiology",0.6943132273305932,1,34,12.9172099,77.5919161,0.0,0.0
1749,Karthik Nagesh,pediatrician,Bangalore,39,3.5,1300,"MBBS, MD - Pediatrics, doctor through the doctor's profile on Practo, Fellowship (UK)",0.6939237188018015,1,35,12.95959,77.64937,0.0027457440966501922,0.0002523116827602065
2054,Sarika Manoli,psychiatrist,BTM Layout,23,3.0,1500,"MBBS, M.D. (Psychiatry)",0.6922467425917781,1,36,12.91373,77.60718,0.0002745744096650192,0.0
1838,Jagadish Chinnappa,pediatrician,Bangalore,46,3.5,1000,"MBBS, MD - Pediatrics",0.6921181741632549,1,37,12.95959,77.64937,0.0027457440966501922,0.00034236127909618227
675,Swetha Sridhar,dermatologist,Basaveshwaranagar,7,3.8,700,"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology, Venereology & Leprosy",0.6885366918700184,1,38,12.986607827380016,77.54079278558493,0.0,0.0
2591,Ankur Kumar,rheumatologist,Bangalore,14,3.5,1300,"MBBS, MD - Pediatrics",0.6877088424055875,1,39,12.9781484,77.6357908,0.0024711696869851732,2.4108150996368524e-06
3501,Hemanth Kumar Pandharpurkar,vascular-surgeon,Bangalore,31,3.5,1300,"MBBS, MS - General Surgery",0.6876095949898993,1,41,12.919958522657216,77.665283565548,0.0019220208676551346,0.0
3502,Hemanth Kumar Pandharpurkar,vascular-surgeon,Bangalore,31,3.5,1300,"MBBS, MS - General Surgery",0.6876095949898993,1,41,12.988214877524,77.592170438025,0.0019220208676551346,0.0
3500,Hemanth Kumar Pandharpurkar,vascular-surgeon,Bangalore,31,3.5,1300,"MBBS, MS - General Surgery",0.6876095949898993,1,41,12.95959,77.64937,0.0019220208676551346,0.0
2597,Anupama Kumar,rheumatologist,Jayanagar,41,4.0,1100,"MBBS, MRCP (UK)",0.6871818723419909,1,43,12.9281467,77.5970283,0.0005491488193300384,0.0
3504,Rahul.N.S,vascular-surgeon,Bangalore,22,3.5,1300,"MBBS, MS - General Surgery, MCh - Vascular Surgery",0.6866583573771872,1,44,12.95959,77.64937,0.0016474464579901153,0.0
3489,Prashanth YM,cardiac-surgeon,Whitefield,25,5.0,900,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.6858308013722547,1,45,12.98863647774082,77.7339572178,0.0002745744096650192,0.0
2594,B.G. Dharmanand,rheumatologist,Bangalore,38,4.5,1000,"MBBS, MD - General Medicine, DM - Rheumatology, doctor through the doctor's profile on Practo",0.6850501560882877,1,46,12.988214877524,77.592170438025,0.0019220208676551346,1.0375659922487716e-06
2731,Sneha P Shreyas,anesthesiologist,Banashankari,12,5.0,700,"MBBS, Diploma in Anesthesiology, DNB - Anaesthesia",0.6782923225838626,1,47,12.9260107,77.5633629,0.0,0.0
281,Mohan Badagandi,general-physician,Bangalore,50,3.5,1300,MBBS,0.6767105411859891,1,48,12.9172099,77.5919161,0.0027457440966501922,7.113493471899104e-05
884,Sunil G Kini,orthopedist,Bangalore,24,3.5,1000,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, M.Ch - Orthopaedics, MNAMS - Orthopaedics",0.6750043447264151,1,49,12.95959,77.64937,0.0027457440966501922,0.00019986585941822335
2043,Krishen Ranganath,psychiatrist,Basaveshwaranagar,25,3.5,1800,"MBBS, MRCPsych, Diploma in Clinical Psychiatry",0.6710988754468755,1,50,12.9878536,77.571869,0.0,0.0
3636,Manas Sriram,sexologist,KR Puram,2,5.0,499,MBBS,0.6699733726333734,1,51,13.021921629128,77.699485941479,0.0,0.0
844,Jayateerth W Kulkarni,orthopedist,Bangalore,38,5.0,700,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, FRCS - Trauma & Orthopedic Surgery",0.6681405337347779,1,52,12.968918645132,77.652118206024,0.0027457440966501922,0.0002710589903175724
3495,Sravan,vascular-surgeon,Bangalore,14,3.5,900,"MBBS, MS - General Surgery, DNB - Peripheral Vascular Surgery",0.668109782106541,1,53,12.90786,77.56493,0.0013728720483250961,0.0
2574,Aditya G. Hegde,endocrinologist,Bangalore,12,3.5,1300,MBBS,0.6649127834299955,1,54,12.95959,77.64937,0.0016474464579901153,2.4494967355863195e-07
2590,Ankur Kumar,rheumatologist,Bangalore,14,3.5,1300,"MBBS, MD - Pediatrics",0.6644440045636633,1,55,12.95959,77.64937,0.0027457440966501922,5.721871280783668e-06
1462,Mohini N Prasad,gynecologist,Seshadripuram,49,3.5,740,"MBBS, MRCOG(UK)",0.6633384990170381,1,56,12.9878536,77.571869,0.0002745744096650192,0.0
3607,Mahaboob Basha,unani,Whitefield,13,5.0,300,MBBS,0.6614141661543057,1,57,12.969709243314728,77.7507019235054,0.0,0.0
3514,Muralikrishna Nekkanti,vascular-surgeon,Jayanagar,17,3.5,800,"MBBS, MS - General Surgery, DNB - Peripheral Vascular Surgery",0.66021417874629,1,58,12.936327765036,77.584438025951,0.0,0.0
1861,Shila Narain,pediatrician,Bangalore,53,4.5,700,"MBBS, Diploma in Child Health (DCH)",0.6597675488499666,1,59,12.832366925783344,77.69700463861226,0.0027457440966501922,0.0004966239485785656
1506,H V Satish Babu,neurologist,Bangalore,34,3.0,1000,"MCh - Neuro Surgery, MBBS",0.6544454908086623,1,60,13.024245535734,77.63749054712,0.0013728720483250961,0.0
3503,Shashidhar K P,vascular-surgeon,Bangalore,22,3.5,740,"MBBS, MS - General Surgery, MCh - Vascular Surgery",0.6541104937016492,1,61,12.9878536,77.571869,0.0019220208676551346,0.0
3598,Asifa Nisar,unani,Frazer Town,31,5.0,400,MBBS,0.6529408187960668,1,62,13.000742128396,77.616393193603,0.0008237232289950577,0.0
3599,Mohammed Nisar Ali,unani,Frazer Town,32,5.0,400,MBBS,0.6504959281191816,1,63,13.000742128396,77.616393193603,0.0008237232289950577,0.0
3631,Shraddha Lotlikar,sexologist,Indiranagar,7,3.5,1000,"MBBS, DNB - Psychiatry",0.649580905418103,1,64,12.965645950024369,77.64177174634308,0.0005491488193300384,0.0
3632,Shraddha Lotlikar,sexologist,Indiranagar,7,3.5,1000,"MBBS, DNB - Psychiatry",0.649580905418103,1,64,12.971539031515,77.64736600033,0.0005491488193300384,0.0
3496,Sravan,vascular-surgeon,Bangalore,14,3.5,900,"MBBS, MS - General Surgery, DNB - Peripheral Vascular Surgery",0.6476599270220733,1,66,12.9281467,77.5970283,0.0016474464579901153,0.0
1528,A.K. Roy,neurologist,Bangalore,47,3.5,1300,MBBS,0.6451001228853211,1,67,12.95959,77.64937,0.0027457440966501922,1.3259723623574931e-05
3623,Raj. R,sexologist,Jayanagar,3,5.0,699,MBBS,0.6444537901866678,1,68,12.91773866231,77.577588222948,0.0,0.0
1545,J B Agadi,neurologist,Seshadripuram,47,3.5,740,"MBBS, MD - General Medicine, DM - Neurology",0.6409688468657117,1,69,12.9878536,77.571869,0.0,0.0
2587,Abhishek Patil,rheumatologist,Bangalore,15,3.5,1300,"MBBS, MD - General Medicine, DNB - Rheumatology",0.6386620999821925,1,70,12.9781484,77.6357908,0.0027457440966501922,1.331913849975061e-06
2586,Abhishek Patil,rheumatologist,Bangalore,15,3.5,1300,"MBBS, MD - General Medicine, DNB - Rheumatology",0.6386620999821925,1,70,12.95959,77.64937,0.0027457440966501922,1.510574018126888e-06
885,Sunil G Kini,orthopedist,Bangalore,24,3.5,1000,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, M.Ch - Orthopaedics, MNAMS - Orthopaedics",0.638592717236443,1,72,12.9781484,77.6357908,0.0027457440966501922,0.0001554811624750872
3640,J B Kiran,sexologist,Bangalore,21,5.0,600,MBBS,0.6366988078097091,1,73,12.961884,77.4961458,0.0013728720483250961,0.0
3481,Ganesh krishnan Iyer,cardiac-surgeon,Hebbal,38,4.5,1200,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.6361199360026164,1,74,13.054552010758,77.591893828697,0.0005491488193300384,0.0
1856,Chitra Sankar,pediatrician,Bangalore,37,4.5,1400,"MBBS, MRCP (UK)",0.6360164928978468,1,75,12.95959,77.64937,0.0027457440966501922,0.0004833882821981345
2705,Rame Gowda,pathologist,Bangalore,28,4.3,300,"MBBS, MD, DO, DCD",0.6353701587656593,1,76,12.994009773519,77.703373124823,0.0019220208676551346,3.3680580114311895e-07
3633,Ravindra,sexologist,Bangalore,26,5.0,500,MBBS,0.6348292217932392,1,77,12.9080485,77.4884125,0.0016474464579901153,0.0
3541,Swathi Sunil,ayurveda,Bangalore,1,3.5,200,MBBS,0.6322128490455626,1,78,13.029669188963032,77.57096511163651,0.0027457440966501922,3.9235688782516577e-07
2738,Shubha P,anesthesiologist,Bangalore,12,4.0,700,"MBBS, MD - Anaesthesiology",0.6314156637178304,1,79,13.020330455344,77.644848445235,0.0005491488193300384,0.0
883,Hemant K. Kalyan,orthopedist,Bangalore,35,3.5,1000,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics, FCPS - Orthopedic",0.6273397157533818,1,80,12.95959,77.64937,0.0027457440966501922,0.00023812878439519042
2740,Raghuram A T S,anesthesiologist,Bangalore,13,4.0,700,"MBBS, MD - Anaesthesiology",0.6258586489084231,1,81,13.020330455344,77.644848445235,0.0005491488193300384,0.0
3626,Prashant Baspure,sexologist,Koramangala,21,5.0,1500,"MBBS, DPM (Psychiatry), Fellow of the European Committe of Sexual Medicine (FECSM)",0.6253418581003514,1,82,12.939519433214617,77.62214847116489,0.0008237232289950577,0.0
3627,Prashant Baspure,sexologist,Koramangala,21,5.0,1500,"MBBS, DPM (Psychiatry), Fellow of the European Committe of Sexual Medicine (FECSM)",0.6253418581003514,1,82,12.9716,77.5946,0.0008237232289950577,0.0
3604,Mazherunnisa Begum,unani,Frazer Town,24,5.0,150,MBBS,0.6252990562867817,1,84,12.995195005293,77.608101144433,0.0008237232289950577,0.0
86,M B Rajashekar,general-physician,Banashankari,38,2.5,750,"MBBS, MD, MD - Tuberculosis Chest Diseases, Diploma Tuberculosis Chest Diseases (DTCD)",0.6249884082966846,1,85,12.930631504042,77.547428797878,0.002196595277320154,0.0
3602,Tanveer Ahmed,unani,Rajajinagar,30,4.3,200,MBBS,0.6218568407775789,1,86,13.006406,77.549486,0.0005491488193300384,0.0
2657,Chinmay Nagesh,radiologist,Jayanagar,18,3.5,500,"MD - Radio Diagnosis/Radiology, DM - Neuroimaging & Interventional Radiology, MBBS, DNB - Radio Diagnosis",0.621753381803393,1,87,12.936327765036,77.584438025951,0.0002745744096650192,0.0
3203,Priyanka Mishra,dentist,Bangalore,4,3.5,300,BDS,0.6217267925425429,1,88,12.9716,77.5946,0.0027457440966501922,0.00011423835804015202
3151,Mir Sujath Ali,dentist,Bangalore,24,3.5,700,BDS,0.6216266863111345,1,89,12.9172099,77.5919161,0.0027457440966501922,0.0002787775395560717
3277,Achuth M Baliga,dentist,Bangalore,49,3.5,700,BDS,0.6209311064962175,1,90,12.95959,77.64937,0.0027457440966501922,1.1675334354064357e-05
2150,K N K Shetty,gastroenterologist,Bangalore,49,3.5,1300,MBBS,0.6203081510155403,1,91,12.95959,77.64937,0.0027457440966501922,8.221660240336429e-06
1877,Kavya J,pediatrician,Bangalore,3,3.5,350,"MBBS, MD - Pediatrics",0.6186218044582288,1,92,12.961259465901987,77.5282397121191,0.0027457440966501922,0.00023565779364426693
3639,J B Kiran,sexologist,Bangalore,21,5.0,600,MBBS,0.6176723143581826,1,93,12.9716,77.5946,0.0016474464579901153,0.0
2721,Dheemantha,pathologist,Banashankari,17,4.2,200,MBBS,0.6146456683437806,1,94,12.9130752,77.5404559,0.0,0.0
3635,Aman N,sexologist,HSR Layout,5,5.0,499,"MBBS, M.D. (Psychiatry)",0.6139962427844774,1,95,12.907314521378,77.65177719603,0.0002745744096650192,0.0
3644,Simran S A,sexologist,HSR Layout,5,5.0,499,MBBS,0.6139962427844774,1,95,12.907314521378,77.65177719603,0.0002745744096650192,0.0
3297,Sunil Kumar. V,surgeon,Rajajinagar,20,4.3,500,"MBBS, MS - General Surgery, DNB - General Surgery",0.6137932405146886,1,97,12.984288699500144,77.57950737301508,0.0,0.0
3622,Warisha Fathima,sexologist,JP Nagar,4,5.0,499,MBBS,0.6116798883689847,1,98,12.928656668751,77.635576691776,0.0002745744096650192,0.0
3505,Anoop.T,vascular-surgeon,Whitefield,19,5.0,900,"MBBS, MS - General Surgery, MCh - Vascular Surgery",0.6116266208616994,1,99,12.98863647774082,77.7339572178,0.0,0.0
3204,Priyanka Mishra,dentist,Bangalore,4,3.5,300,BDS,0.6087098080854481,1,100,12.914308156001,77.601888083132,0.0027457440966501922,8.964398851744048e-05
2012,Vyjayanti Bonanthaya,psychiatrist,Bangalore,37,3.5,2500,"MBBS, M.D. (Psychiatry)",0.6074948811058221,1,101,12.95959,77.64937,0.0027457440966501922,1.0728913228226603e-05
3491,Tameem Ahmed,cardiac-surgeon,Bangalore,18,4.0,1000,MBBS,0.6073315947389829,1,102,13.01707,77.64314,0.0016474464579901153,0.0
2758,Srinivas B J,oncologist,Bangalore,25,2.5,2000,"MBBS, MD - General Medicine, DNB  - Medical Oncology",0.606788806836389,1,103,13.078892750896,77.54919993349,0.0027457440966501922,2.183296882555328e-06
2550,Satish Kumar S,endocrinologist,HSR Layout,31,5.0,1150,"MBBS, MRCP (UK)",0.6055913233758714,1,104,12.9108543526037,77.58517026901245,0.0,0.0
2703,Vasanti Vaze,pathologist,Koramangala,37,4.3,300,"MBBS, MD - Pathology",0.6048410479215914,1,105,12.939553,77.61953,0.0,0.0
736,Mukesh Ramnane,dermatologist,Bangalore,42,3.5,1300,"MBBS, MD - Dermatology , Venereology & Leprosy, DVD",0.6039556407131452,1,106,12.95959,77.64937,0.0027457440966501922,8.125561310053714e-05
2697,Geetanjali Parmar,radiologist,Jayanagar,7,3.5,500,"MBBS, MD - Radio Diagnosis/Radiology",0.603869225129708,1,107,12.936327765036,77.584438025951,0.0002745744096650192,0.0
2045,V Srinivas Reddy,psychiatrist,Bannerghatta Road,31,3.5,1400,"MBBS, MRCP (UK)",0.602236368416661,1,108,12.89666,77.59855,0.0,0.0
830,Kurudi Prasanna Simha,orthopedist,Bangalore,43,4.3,800,"MBBS, DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics",0.6015595804646116,1,109,12.91491752097987,77.51874647116418,0.0027457440966501922,0.0002899383466270564
1901,Prashanth Kumar S,pediatrician,Bangalore,16,5.0,1000,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics, Fellowship in Perinatal Medicine",0.6004768946810095,1,110,13.019983,77.655411,0.0027457440966501922,0.0003732343466579077
837,Raj D. Chakravarty,orthopedist,Bangalore,49,5.0,600,"MS - Orthopaedics, MBBS",0.5998030401573802,1,111,12.9912,77.7232,0.0027457440966501922,0.00018666420532638655
3492,Arun Veeram Reddy,cardiac-surgeon,Whitefield,13,4.5,850,MBBS,0.5995856660687591,1,112,12.988040405561094,77.72831976413727,0.0002745744096650192,0.0
1979,Y Lakshmi Pravallika,pediatrician,HSR Layout,9,3.8,2500,"MBBS, MD - Pediatrics",0.5964143552263482,1,113,12.912641561914,77.636165040129,0.0013728720483250961,0.0
3621,Phanindra V V,sexologist,Banashankari,17,5.0,500,MBBS,0.5963865024493724,1,114,12.94221,77.55539,0.0,0.0
2098,Kumari Richa,psychiatrist,Bangalore,11,5.0,2750,"MBBS, DPM (Psychiatry)",0.5962840546523684,1,115,12.970189,77.7279954,0.0016474464579901153,0.0
911,Biju Thomas,orthopedist,Bangalore,24,3.5,800,"MBBS, doctor through the doctor's profile on Practo, Diploma in Orthopaedics",0.5960006110861172,1,116,12.965645950024369,77.64177174634308,0.0027457440966501922,0.0002636456539028251
1858,Chitra Sankar,pediatrician,Bangalore,37,4.5,1400,"MBBS, MRCP (UK)",0.5955684512542152,1,117,12.919958522657216,77.665283565548,0.0027457440966501922,0.0003307387749758137
2568,Fred Williams,endocrinologist,Whitefield,24,3.5,600,"MBBS, MRCP (UK), CCT - Endocrinology and Diabetes Mellitus",0.5948433954867628,1,118,12.972753047119,77.750681340694,0.001098297638660077,0.0
2567,Fred Williams,endocrinologist,Whitefield,24,3.5,600,"MBBS, MRCP (UK), CCT - Endocrinology and Diabetes Mellitus",0.5948433954867628,1,118,13.0509374,77.5913499,0.001098297638660077,0.0
2439,Munita Raut,ophthalmologist,Whitefield,18,3.0,700,"MBBS, DO",0.5942085694452767,1,120,12.9658993,77.7493285,0.0016474464579901153,0.0
2706,N. Bharath,pathologist,Vijayanagar,33,4.3,200,"MBBS, Diploma in Clinical Pathology",0.5937602137744465,1,121,12.9670396,77.5240307,0.0005491488193300384,0.0
2739,Prashanth R Putran,anesthesiologist,Bangalore,14,4.5,600,"MBBS, MD - Anaesthesiology",0.5934873413486779,1,122,13.0455929,77.507982,0.0005491488193300384,0.0
2735,Anoop TS,anesthesiologist,KR Puram,12,4.5,1050,"MBBS, MD - Anaesthesiology",0.5934357285155634,1,123,13.019610821925,77.708258389918,0.0,0.0
1500,Manjula Shivshankar,gynecologist,Bangalore,41,3.5,1000,"MBBS, DGO, doctor through the doctor's profile on Practo",0.5925612624448872,1,124,12.95959,77.64937,0.0013728720483250961,0.0
3289,Nanda Rajaneesh,surgeon,Bangalore,30,4.0,800,"MBBS, MS - General Surgery, Training in Surgical Oncology (G.I. Oncology)",0.5924602196295573,1,125,12.93386,77.62023,0.0013728720483250961,0.0
3609,Rukhsana,unani,Bannerghatta Road,30,4.3,930,MBBS,0.5911520252665529,1,126,12.926972,77.602392,0.0,0.0
3563,Geetha B,ayurveda,Basaveshwaranagar,40,5.0,500,MBBS,0.59111251739773,1,127,12.994407029341,77.530097058043,0.0,0.0
3480,Nagesh Basavaraj,cardiac-surgeon,Bangalore,26,4.5,700,"MBBS, DNB - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.5903203565003716,1,128,12.90287,77.4978,0.0016474464579901153,0.0
2776,Sandeep Nayak,oncologist,Jayanagar,26,5.0,2000,"MBBS, DNB - General Surgery, DNB - Surgical Oncology, MRCS (UK), MNAMS - General Surgery",0.5890666882294917,1,129,12.918937275374,77.579681751976,0.0013728720483250961,0.0
3150,Mir Sujath Ali,dentist,Bangalore,24,3.5,700,BDS,0.5888805215023386,1,130,12.95959,77.64937,0.0027457440966501922,0.000235490893449075
2707,Thej M Jagdish,pathologist,Bangalore,16,4.5,3000,"MBBS, Post Graduate Diploma in Clinical Nutrition & Dietetics, MD - Pathology",0.5878959436910329,1,131,12.91429,77.52054,0.002196595277320154,6.736116022862379e-07
3589,Shravani P,ayurveda,Bangalore,4,3.5,500,MBBS,0.5871174007834592,1,132,12.961884,77.4961458,0.0024711696869851732,1.8309988098507738e-07
2700,SUNEETHA K P,pathologist,Hebbal,26,3.5,850,"MBBS, Diploma in Clinical Pathology, DNB - Pathology",0.5868693521601289,1,133,13.0509374,77.5913499,0.0,0.0
2092,Sanjana Ilavarasu,psychiatrist,Bangalore,3,3.5,1200,"MBBS, M.D. (Psychiatry)",0.5863102674358361,1,134,12.985043672487,77.675391811499,0.0024711696869851732,4.132495618351152e-06
3153,Shraddha Bahirwani,dentist,Bangalore,32,3.5,700,BDS,0.5860457092323271,1,135,12.95959,77.64937,0.0027457440966501922,0.00020512217408186073
957,Vishwanath M S,orthopedist,Bangalore,38,3.5,1000,"MBBS, MS - Orthopaedics",0.5860404645012715,1,136,12.95959,77.64937,0.0027457440966501922,0.0002805798026889267
3628,Janardhan,sexologist,Malleswaram,14,4.0,500,MBBS,0.5845382330612001,1,137,12.998435265933,77.570066120688,0.0,0.0
3634,ACHARY ABINASH,sexologist,Bangalore,7,5.0,499,MBBS,0.5845078390394636,1,138,12.882318158137,77.60900508275,0.0016474464579901153,0.0
2589,Satish Kalanje,rheumatologist,Bangalore,33,4.5,1000,"MBBS, MD - USA, doctor through the doctor's profile on Practo, Fellowship in Rheumatology",0.5842762371117767,1,139,12.988214877524,77.592170438025,0.0027457440966501922,1.6631572522811192e-06
2097,Kumari Richa,psychiatrist,Bangalore,11,5.0,2750,"MBBS, DPM (Psychiatry)",0.5842005277016341,1,140,12.926312,77.67652,0.0019220208676551346,2.996179870664902e-07
3605,K Nazimuddin,unani,Jayanagar,28,4.3,930,MBBS,0.5837946849105319,1,141,12.9435892,77.593431,0.0002745744096650192,0.0
3485,Narendra Venkataramanappa,cardiac-surgeon,Bangalore,27,4.5,1000,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.5822960954367541,1,142,13.007537003025572,77.56577294034955,0.0016474464579901153,0.0
3484,Narendra Venkataramanappa,cardiac-surgeon,Bangalore,27,4.5,1000,"MBBS, MS - General Surgery, MCh - Cardio Thoracic and Vascular Surgery",0.5822960954367541,1,142,12.988214877524,77.592170438025,0.0016474464579901153,0.0
1857,Chitra Sankar,pediatrician,Bangalore,37,4.5,1400,"MBBS, MRCP (UK)",0.582063728437633,1,144,12.9338941,77.5841719,0.0027457440966501922,0.0003163253502769254
